P6: 001001
P6: 000111
P6: 001000
P6: 001010
P5: 001001
P5: 000110
P5: 001001
P5: 000101
P5: 000111
P5: 000010
P5: 000101
P4: 000001
P4: 000011
P4: 000010
P4: 000000
P4: 001000
P4: 001010
P4: 000111
P8: 000000
P8: 001001
P8: 000111
P8: 000010
P8: 000010
P3: 001010
P3: 000110
P5: 000000
P5: 001000
P5: 001000
P1: 000110
P1: 000000
P1: 000000
P1: 000001
P1: 000101
P8: 000011
P8: 000001
P2: 001001
P2: 000010
P3: 000100
P3: 000000
P3: 000011
P4: 000011
P6: 000010
P6: 001001
P6: 001000
P6: 000111
P6: 000101
P6: 000010
P6: 000110
P3: 001001
P3: 000000
P3: 000000
P7: 000110
P7: 000101
P2: 000110
P2: 000011
P2: 001001
P2: 000111
P2: 000100
P5: 001010
P5: 001010
P4: 000000
P4: 000100
P4: 000010
P7: 000110
P7: 000101
P7: 000101
P7: 000011
P7: 000101
P4: 000101
P4: 000010
P4: 000001
P7: 001001
P7: 000110
P7: 001010
P7: 001001
P7: 000000
P7: 001000
P2: 000111
P2: 000010
P2: 000101
P2: 000111
P2: 000110
P2: 001000
P2: 000101
P7: 001001
P7: 000100
P7: 000111
P7: 001010
P3: 000001
P3: 001001
P3: 000101
P3: 000101
P3: 001000
P2: 000100
P2: 000101
P2: 000100
P2: 001010
P2: 000100
P8: 000001
P8: 000101
P8: 001000
P8: 000111
P8: 001010
P8: 001000
P8: 001000
P7: 000000
P6: 000110
P6: 000011
P6: 001001
P4: 000001
P4: 001000
P4: 000100
P4: 000101
P4: 001010
P2: 000100
P2: 000111
P2: 000101
P4: 000110
P4: 000110
P4: 000101
P3: 001010
P3: 000001
P3: 000111
P3: 001010
P3: 000100
P3: 000001
P8: 000001
P8: 000011
P6: 000000
P6: 000101
P6: 001010
P6: 001000
P6: 001000
P6: 000100
P6: 000000
P6: 000100
P1: 000011
P1: 000110
P1: 001001
P1: 000000
P1: 000010
P1: 001001
P3: 001000
P3: 000111
P3: 000100
P3: 000011
P7: 001010
P7: 000101
P7: 001001
P7: 000101
P4: 000001
P4: 000011
P4: 000100
P4: 000100
P4: 000111
P4: 000001
P4: 001000
P1: 000110
P3: 000001
P3: 000110
P4: 000000
P3: 000010
P3: 000111
P7: 000100
P7: 000111
P7: 000010
P7: 000101
P8: 000101
P3: 000111
P3: 000101
P3: 000111
P3: 001010
P3: 000011
P3: 001010
P2: 000000
P2: 000110
P2: 001000
P4: 000010
P4: 000100
P4: 001000
P4: 000011
P4: 000010
P2: 000011
P5: 001000
P5: 000110
P5: 000001
P5: 000001
P5: 000110
P5: 000001
P1: 000000
P2: 000000
P2: 000111
P2: 000110
P2: 001001
P2: 000010
P2: 000010
P2: 000101
P3: 000001
P3: 000101
P3: 000110
P3: 000101
P3: 000010
P3: 001000
P1: 000110
P1: 001000
P1: 000011
P1: 000011
P1: 001000
P1: 000011
P1: 000101
P4: 000001
P4: 001010
P4: 001010
P8: 000110
P8: 000111
P8: 000111
P5: 000101
P5: 000110
P1: 000111
P1: 000101
P1: 000001
P1: 000110
P1: 000100
P1: 001010
P1: 000100
P5: 000100
P5: 000001
P5: 000100
P5: 000011
P7: 000010
P7: 000100
P7: 000111
P5: 000101
P5: 000001
P5: 000000
P5: 000010
P5: 001001
P1: 001000
P1: 000000
P1: 000101
P1: 000010
P4: 000010
P4: 000100
P8: 001010
P8: 000111
P4: 000101
P4: 000001
P4: 001010
P4: 000011
P4: 001001
P4: 000111
P4: 001001
P5: 000111
P5: 000101
P5: 000110
P5: 000001
P5: 000000
P5: 000001
P5: 000000
P5: 001000
P4: 000010
P4: 000111
P5: 000111
P5: 000011
P5: 001001
P5: 001001
P6: 001001
P6: 000000
P6: 000111
P6: 000001
P6: 000110
P1: 000111
P1: 000101
P1: 001001
P5: 000001
P5: 001010
P5: 000010
P5: 000010
P5: 000100
P3: 000011
P3: 000011
P3: 000110
P3: 000100
P3: 000000
P3: 000101
P3: 000010
P3: 000001
P3: 001010
P3: 000011
P3: 000010
P7: 000101
P7: 000101
P7: 000111
P7: 000000
P7: 001001
P7: 000010
P7: 001010
P7: 000101
P7: 000010
P7: 001001
P7: 000000
P5: 000001
P8: 000000
P8: 000101
P6: 000010
P6: 000110
P6: 000010
P6: 001010
P6: 001001
P6: 000101
P2: 000001
P2: 000111
P2: 001010
P2: 000111
P2: 000010
P2: 000010
P1: 000110
P1: 000000
P1: 000010
P1: 000100
P1: 000101
P1: 000001
P7: 000110
P2: 000011
P2: 001001
P2: 000100
P2: 001010
P2: 000000
P2: 000001
P4: 000000
P4: 001001
P4: 000110
P3: 001000
P2: 000111
P2: 001000
P3: 001001
P3: 000101
P5: 000111
P5: 001001
P3: 000100
P3: 000000
P3: 000001
P3: 000100
P3: 000000
P3: 000100
P1: 000111
P1: 001000
P7: 001000
P1: 000101
P1: 000011
